Startup Name,Industry,Total Funding (M$),Number of Investors,Investor Reputation,Growth Rate (%),Revenue (M$),Market Size,Years Since Founded,Success Score
QuantumAISolutions,Autonomous Vehicles,345.38,9,8.46,24.38,62.45,Medium,11,43.76
SmartAISystems,AI,27.95,7,2.43,57.38,5.36,Small,19,5.69
HyperLabNetwork,AgriTech,486.07,12,7.47,78.81,18.94,Small,12,71.53
SmartHealthNetwork,Autonomous Vehicles,114.02,14,5.05,64.51,22.64,Medium,2,76.16
QuantumSphereInc,Quantum Computing,17.67,13,8.15,31.08,42.29,Medium,18,85.55
NextHealthSolutions,EdTech,457.32,4,5.04,46.77,97.94,Small,16,45.97
GreenCloudInc,Healthcare,355.14,6,7.18,55.11,5.99,Large,19,29.28
FinGrowthVentures,Autonomous Vehicles,175.21,3,7.41,53.22,81.55,Small,14,73.33
SmartSphereAnalytics,AI,340.94,13,5.33,8.85,93.19,Medium,3,46.26
FinConnectSolutions,AI,423.01,3,8.73,11.31,28.7,Medium,7,73.37
NextGrowthInnovations,AgriTech,89.53,14,8.17,5.79,99.1,Small,9,92.09
HyperDataInnovations,FinTech,163.89,7,6.69,44.36,10.84,Small,2,74.47
NextFinanceVentures,Autonomous Vehicles,66.09,13,2.01,74.65,93.57,Medium,6,55.77
InnoHealthSystems,AI,350.56,15,2.88,71.95,95.91,Large,9,91.35
NextGrowthInnovations,Quantum Computing,315.77,7,4.95,30.88,78.57,Medium,9,29.73
GreenHealthTech,Quantum Computing,217.37,13,9.98,59.97,2.34,Large,14,78.51
AgriSphereInc,Cybersecurity,57.55,11,9.73,68.82,21.74,Medium,15,38.22
NextHealthSystems,AgriTech,224.91,1,5.61,33.58,6.53,Small,8,41.19
InnoSphereHub,Quantum Computing,378.85,13,6.85,4.52,60.6,Medium,17,0.56
NextAIHub,EdTech,491.04,5,9.68,23.39,83.42,Large,1,2.55
NeuroConnectInc,Healthcare,384.83,11,9.54,49.72,72.71,Medium,16,33.56
NeuroConnectInc,GreenTech,291.09,4,9.58,27.86,20.92,Large,2,47.41
NeuroCloudAI,AgriTech,420.73,12,2.73,41.35,7.14,Small,13,34.06
AgriHealthInc,Autonomous Vehicles,464.39,7,7.92,71.44,9.91,Small,18,98.5
NeuroLabVentures,AgriTech,345.27,13,9.99,43.43,71.35,Small,16,0.7
NextHealthInc,FinTech,15.16,2,2.62,14.01,67.68,Small,19,84.27
QuantumGrowthInc,AgriTech,85.5,12,3.01,10.56,74.08,Medium,12,83.22
InnoHealthInnovations,AI,378.12,15,1.2,9.16,8.53,Medium,8,64.94
InnoLabSystems,AI,69.28,15,1.88,42.72,86.21,Medium,9,83.14
AgriFinanceAnalytics,Healthcare,293.67,15,3.48,12.07,58.43,Large,19,19.13
InnoLabHub,Quantum Computing,111.52,2,5.38,68.99,91.49,Medium,3,80.04
SmartEdgeHub,AI,170.46,10,9.05,28.3,63.8,Small,3,42.92
InnoHealthSolutions,AI,106.93,8,9.7,22.81,73.5,Small,18,50.32
SmartFinanceHub,AI,97.71,2,6.48,13.55,24.83,Medium,16,12.6
HyperHealthVentures,GreenTech,400.4,11,1.91,8.96,43.68,Medium,19,59.88
HyperAIInc,Cybersecurity,408.41,14,1.44,69.48,22.72,Small,11,33.72
QuantumEdgeHub,Healthcare,338.99,6,7.16,59.37,10.18,Medium,3,8.8
TechConnectInnovations,GreenTech,332.49,11,2.46,3.81,46.98,Medium,18,51.76
AgriSphereTech,Autonomous Vehicles,269.18,9,2.06,51.88,72.25,Small,14,36.45
NextGrowthAI,Healthcare,409.82,12,5.15,17.15,80.54,Small,9,58.23
FinEdgeNetwork,Cybersecurity,187.06,13,9.58,29.8,51.27,Medium,18,21.16
NextAIHub,AI,66.78,12,4.72,79.13,4.4,Large,12,32.3
NeuroGrowthHub,Cybersecurity,47.15,10,7.0,7.01,31.66,Large,20,40.66
GreenCloudHub,FinTech,390.38,2,7.14,54.76,33.7,Small,2,85.14
NeuroConnectSolutions,AgriTech,199.59,7,4.85,0.62,51.93,Small,5,14.87
GreenAINetwork,EdTech,225.5,2,8.26,18.44,11.19,Large,14,18.73
AgriGrowthInc,AgriTech,205.24,9,7.11,15.13,14.52,Medium,6,58.31
FinAIAnalytics,AI,265.63,12,8.8,3.56,76.4,Medium,15,23.9
AgriHealthHub,FinTech,208.83,9,4.13,21.03,20.77,Small,12,31.2
HyperEdgeNetwork,GreenTech,94.81,8,1.56,34.38,31.29,Small,6,28.77
NeuroConnectAnalytics,Healthcare,287.34,1,2.87,2.14,78.88,Small,9,77.1
QuantumCloudTech,GreenTech,199.83,2,7.62,73.41,44.35,Large,16,55.47
AgriCloudNetwork,Cybersecurity,377.83,5,9.51,43.41,78.91,Small,13,91.87
HyperConnectNetwork,Cybersecurity,128.2,13,7.61,53.54,52.57,Large,1,65.01
AgriHealthNetwork,Cybersecurity,419.73,11,2.34,24.14,36.61,Medium,17,1.38
TechCloudInc,AgriTech,229.86,5,7.13,58.58,85.92,Large,8,62.23
HyperEdgeHub,EdTech,196.28,15,9.12,63.04,48.0,Medium,18,74.13
NextGrowthInnovations,Autonomous Vehicles,19.65,7,6.86,64.65,81.78,Large,5,69.54
HyperAIHub,Healthcare,84.76,13,6.1,31.78,12.06,Large,14,53.32
AgriEdgeAnalytics,Quantum Computing,64.31,3,1.88,57.15,43.3,Small,10,9.71
NextLabHub,AI,385.39,15,2.43,16.57,46.7,Large,10,59.71
GreenDataNetwork,Autonomous Vehicles,71.08,1,2.12,19.42,97.13,Large,15,54.61
GreenConnectAnalytics,FinTech,316.95,15,5.26,67.21,28.01,Large,1,76.55
SmartConnectVentures,AgriTech,230.21,2,1.6,58.76,85.13,Large,2,70.72
FinCloudSolutions,EdTech,288.69,1,3.24,56.51,39.18,Small,4,72.11
HyperCloudInc,Healthcare,169.78,10,2.35,5.18,92.21,Medium,18,19.03
GreenLabAI,GreenTech,138.45,4,7.46,52.91,41.2,Large,5,13.52
NextEdgeSystems,AI,376.01,2,9.25,47.86,21.3,Large,14,49.45
TechHealthSolutions,Healthcare,1.77,5,8.78,11.36,28.48,Large,18,73.97
InnoGrowthAI,Autonomous Vehicles,402.69,4,6.52,71.71,13.22,Small,1,49.69
GreenSphereInc,Healthcare,47.18,3,7.31,57.59,20.7,Small,20,88.45
InnoDataSystems,Autonomous Vehicles,147.31,5,3.6,67.06,49.25,Small,7,26.02
GreenCloudVentures,AgriTech,159.07,11,6.96,5.4,85.03,Large,20,32.07
NextHealthVentures,AgriTech,256.22,12,4.27,19.23,58.93,Medium,18,78.39
AgriEdgeNetwork,Healthcare,9.73,5,8.9,11.28,48.41,Large,16,67.26
InnoHealthSystems,FinTech,399.84,10,3.07,42.8,33.55,Small,4,16.85
QuantumAISolutions,EdTech,71.06,4,1.34,24.61,94.75,Small,12,81.48
HyperHealthHub,Quantum Computing,8.9,6,3.99,5.55,36.14,Large,20,50.09
GreenConnectTech,AgriTech,2.53,11,7.36,72.5,73.04,Medium,17,62.74
HyperConnectSystems,Cybersecurity,469.97,14,9.52,21.61,23.21,Small,6,16.74
QuantumAIHub,Cybersecurity,243.31,6,3.89,11.05,99.4,Large,11,96.69
SmartFinanceTech,Cybersecurity,59.35,14,5.33,2.89,34.58,Medium,2,31.92
SmartDataAI,Autonomous Vehicles,210.94,10,7.94,68.8,4.18,Medium,10,4.41
InnoFinanceSystems,Cybersecurity,115.05,13,5.35,77.04,12.24,Large,20,46.57
TechSphereSolutions,AI,32.79,13,1.34,4.26,64.53,Small,15,87.55
InnoCloudAI,Healthcare,16.07,10,8.4,51.58,63.53,Small,11,36.15
NextConnectAnalytics,Cybersecurity,41.12,8,8.0,76.06,0.21,Medium,19,25.2
NeuroEdgeTech,Autonomous Vehicles,211.34,9,5.05,64.19,35.06,Medium,4,62.53
NextConnectAI,Healthcare,332.74,5,1.65,58.4,80.52,Small,8,9.79
TechSphereVentures,GreenTech,66.26,8,5.97,77.05,86.08,Medium,13,91.38
AgriDataInnovations,Quantum Computing,259.94,12,9.74,33.36,98.63,Large,9,16.24
FinFinanceNetwork,GreenTech,100.95,7,1.43,63.54,99.06,Medium,10,99.84
TechAIHub,AI,487.66,1,4.91,54.63,67.95,Medium,9,69.79
InnoLabInnovations,Autonomous Vehicles,29.03,10,2.71,45.31,33.25,Medium,13,71.02
HyperEdgeTech,Autonomous Vehicles,211.84,2,4.19,58.38,56.38,Small,10,48.16
TechConnectTech,Healthcare,12.2,10,2.89,70.46,59.97,Medium,11,33.87
NextAIInnovations,Quantum Computing,431.36,15,3.69,79.85,73.51,Small,9,88.46
FinCloudNetwork,Healthcare,142.67,12,8.22,31.0,81.32,Small,20,31.66
GreenSphereInc,Quantum Computing,417.56,3,6.9,68.09,59.91,Small,18,50.1
HyperCloudHub,Quantum Computing,371.51,7,3.2,23.14,6.32,Small,3,84.14
FinEdgeAI,AgriTech,107.17,7,7.6,44.22,2.49,Large,1,33.48
GreenEdgeSystems,AI,411.17,11,9.97,65.27,95.82,Medium,6,82.3
FinConnectInc,AI,278.29,7,9.55,38.2,53.3,Medium,7,45.58
InnoLabAI,EdTech,148.08,11,6.73,30.01,84.83,Medium,15,61.68
FinSphereSystems,Quantum Computing,459.69,4,5.95,40.59,21.66,Medium,15,50.83
GreenFinanceSystems,EdTech,224.68,14,5.91,24.92,31.51,Medium,9,8.06
GreenAISolutions,Quantum Computing,88.45,4,2.63,52.77,15.36,Large,10,36.15
InnoHealthHub,Quantum Computing,435.05,9,3.25,58.5,81.8,Medium,2,81.92
SmartSphereVentures,FinTech,287.21,4,3.07,59.17,5.32,Large,2,33.48
HyperHealthNetwork,AgriTech,43.95,7,3.93,59.43,1.79,Small,14,5.42
SmartGrowthSystems,AI,121.8,15,9.17,71.57,85.41,Medium,1,59.35
NeuroDataSolutions,GreenTech,417.36,8,1.54,70.62,61.61,Medium,1,78.79
NeuroFinanceAI,Quantum Computing,65.07,15,1.1,77.66,54.12,Small,9,65.73
AgriLabInnovations,Cybersecurity,104.08,15,2.19,30.11,65.44,Large,20,87.62
NeuroSphereTech,Autonomous Vehicles,160.83,15,6.07,28.33,5.94,Medium,19,87.61
GreenDataSystems,Quantum Computing,429.92,14,4.26,56.11,36.29,Medium,13,68.5
NextHealthNetwork,GreenTech,155.71,11,8.34,28.86,79.14,Small,4,78.74
HyperLabInnovations,AI,384.26,1,2.92,50.71,68.44,Small,16,95.23
NextConnectHub,EdTech,338.22,4,2.48,45.59,49.68,Medium,18,59.73
HyperFinanceInnovations,Quantum Computing,201.85,5,7.8,32.28,71.23,Medium,13,17.79
FinSphereAnalytics,Quantum Computing,298.38,3,4.54,10.5,90.5,Medium,17,51.56
InnoAIAnalytics,Autonomous Vehicles,64.76,6,9.47,42.07,57.92,Medium,13,91.41
NextHealthNetwork,Quantum Computing,125.04,2,7.01,25.1,49.84,Medium,11,77.05
TechGrowthAI,Cybersecurity,78.94,1,4.13,30.36,59.4,Large,14,55.13
QuantumLabHub,AI,119.23,11,2.83,35.31,20.11,Large,18,36.64
SmartConnectSystems,Healthcare,288.6,2,5.65,39.0,93.92,Small,13,92.97
HyperConnectSystems,Quantum Computing,116.79,1,5.88,56.64,25.3,Large,10,63.44
NeuroCloudAI,EdTech,292.52,12,1.06,59.27,76.49,Large,10,37.95
InnoLabSystems,AgriTech,234.25,9,5.7,9.44,8.7,Small,5,43.98
QuantumGrowthAI,Autonomous Vehicles,323.28,4,6.45,5.93,5.64,Small,11,47.52
GreenAISolutions,Quantum Computing,242.91,1,6.88,9.21,5.29,Medium,3,61.74
TechLabVentures,GreenTech,493.03,13,2.31,14.59,91.68,Large,17,25.65
TechFinanceNetwork,Quantum Computing,389.49,5,7.72,9.85,77.85,Large,7,76.34
SmartGrowthInc,EdTech,60.95,5,4.68,51.11,55.76,Medium,18,82.5
GreenDataAnalytics,Autonomous Vehicles,488.2,11,8.37,20.22,53.51,Small,14,83.67
AgriLabSystems,FinTech,443.47,1,6.91,70.79,23.21,Medium,5,5.55
InnoEdgeVentures,EdTech,226.6,2,7.01,68.24,88.71,Small,3,71.67
InnoGrowthTech,Healthcare,347.38,7,8.67,66.7,33.6,Medium,13,93.4
FinSphereTech,AgriTech,71.44,8,6.62,23.8,33.73,Large,20,29.04
NeuroGrowthInc,Cybersecurity,265.82,14,5.25,36.95,56.84,Large,7,63.14
AgriLabSystems,AgriTech,243.13,3,7.16,62.93,63.68,Large,4,29.4
HyperLabVentures,Autonomous Vehicles,294.98,6,2.07,14.0,4.4,Small,3,57.08
NextDataAI,Healthcare,55.59,6,8.72,65.01,9.9,Small,11,73.85
FinConnectSolutions,Quantum Computing,36.87,11,3.66,51.0,70.08,Medium,13,56.92
SmartConnectAI,GreenTech,327.11,2,3.0,18.47,41.68,Large,7,92.05
NeuroLabHub,AI,169.68,15,9.49,45.05,69.78,Medium,3,15.23
QuantumGrowthInnovations,AgriTech,141.57,8,3.94,49.13,58.08,Medium,10,45.2
TechGrowthTech,AgriTech,447.48,3,2.97,62.47,49.48,Small,10,11.5
GreenAIAI,FinTech,456.78,14,3.42,63.5,58.99,Medium,11,37.89
HyperCloudHub,Healthcare,237.55,13,2.64,3.5,14.99,Small,9,93.27
FinAIInc,EdTech,12.02,13,7.58,75.13,0.84,Medium,4,76.81
NextDataSystems,Autonomous Vehicles,392.12,14,2.91,64.45,87.82,Large,5,92.1
NextHealthNetwork,FinTech,404.71,1,1.7,5.24,93.45,Medium,14,23.97
GreenEdgeHub,EdTech,380.42,12,5.16,12.01,93.0,Large,20,90.71
QuantumEdgeInnovations,GreenTech,426.42,2,4.95,62.37,52.6,Large,2,84.05
TechCloudHub,Healthcare,289.8,8,6.12,45.92,55.57,Small,1,69.33
QuantumHealthSolutions,FinTech,454.89,6,2.17,28.04,19.48,Medium,18,92.53
QuantumEdgeSystems,Cybersecurity,336.31,15,9.81,58.18,26.5,Small,1,85.65
SmartCloudInc,FinTech,359.01,9,1.38,78.52,49.14,Medium,4,34.12
QuantumDataAI,GreenTech,366.6,8,5.27,66.65,28.18,Medium,15,67.88
SmartConnectSystems,FinTech,153.7,4,1.36,74.98,10.46,Medium,11,71.21
FinCloudTech,EdTech,487.43,6,1.4,73.07,14.7,Medium,14,46.51
AgriConnectHub,FinTech,70.0,6,1.94,9.64,7.36,Medium,16,41.57
GreenDataAI,FinTech,190.5,9,2.33,9.01,91.9,Medium,9,13.07
InnoCloudInnovations,EdTech,365.77,3,9.83,0.3,66.74,Small,8,67.48
InnoConnectVentures,Cybersecurity,76.95,10,8.51,42.58,46.24,Small,19,45.31
InnoEdgeTech,Quantum Computing,476.32,9,6.27,69.23,14.4,Large,8,50.71
GreenFinanceAI,EdTech,79.54,14,2.91,6.52,25.76,Small,2,66.75
HyperDataTech,GreenTech,19.1,12,3.13,14.46,72.31,Large,10,29.57
NeuroFinanceAI,Autonomous Vehicles,28.99,1,9.31,47.21,79.3,Large,15,89.43
FinFinanceTech,Healthcare,39.98,7,6.04,36.43,98.22,Large,14,87.17
AgriFinanceTech,FinTech,468.09,15,2.48,47.19,24.03,Medium,20,92.07
HyperConnectTech,Cybersecurity,231.41,3,2.62,70.26,70.21,Large,4,0.67
AgriLabSolutions,GreenTech,168.37,13,4.22,49.14,24.38,Medium,18,56.31
TechFinanceInnovations,Healthcare,63.45,8,8.11,50.51,29.81,Small,15,10.47
HyperAIAI,GreenTech,272.94,2,2.55,78.38,25.24,Small,12,21.56
GreenLabVentures,Autonomous Vehicles,231.15,7,4.53,58.09,2.93,Medium,17,80.03
NextConnectSolutions,FinTech,467.47,5,2.73,45.29,84.1,Medium,8,70.19
TechConnectInnovations,Cybersecurity,0.59,11,7.14,23.91,12.06,Large,7,23.85
FinConnectHub,AgriTech,2.48,2,4.17,45.57,0.74,Medium,19,13.4
GreenDataAnalytics,Autonomous Vehicles,303.42,13,7.69,56.35,75.72,Medium,17,34.22
GreenFinanceVentures,AI,227.45,12,9.73,7.16,49.48,Small,19,59.57
QuantumLabVentures,Healthcare,283.84,8,1.82,37.65,77.96,Medium,4,32.02
NextGrowthVentures,GreenTech,127.9,6,5.75,58.56,19.3,Large,11,33.42
GreenDataInnovations,Quantum Computing,354.7,6,5.63,5.32,40.28,Small,11,62.62
GreenLabAI,AgriTech,175.63,8,2.46,19.59,58.68,Large,15,23.17
SmartGrowthAI,EdTech,212.37,1,6.29,17.65,77.14,Large,2,22.06
SmartFinanceVentures,Cybersecurity,150.07,13,3.38,52.08,64.2,Medium,10,79.33
SmartEdgeVentures,EdTech,158.86,2,5.54,21.34,16.5,Large,5,10.43
QuantumHealthSolutions,Healthcare,436.75,12,6.4,46.68,16.4,Large,1,1.14
TechCloudVentures,Cybersecurity,50.54,14,3.82,70.08,32.53,Medium,2,72.13
QuantumHealthNetwork,FinTech,422.0,9,4.88,17.96,98.76,Large,11,17.64
TechEdgeSolutions,Healthcare,35.79,10,3.68,79.76,30.99,Medium,9,80.65
TechHealthHub,AgriTech,108.83,15,2.22,56.32,84.95,Small,13,99.35
AgriConnectNetwork,Quantum Computing,146.44,9,2.28,56.77,19.4,Medium,8,99.48
SmartLabAI,FinTech,310.32,8,6.76,25.66,12.2,Large,14,7.57
NeuroSphereSystems,Cybersecurity,96.15,3,2.22,37.65,33.92,Medium,12,1.57
FinLabInnovations,AI,256.45,10,2.33,56.37,56.81,Medium,14,20.55
SmartLabNetwork,AgriTech,374.52,9,9.13,33.12,9.27,Large,7,35.64
FinEdgeInc,Autonomous Vehicles,486.74,11,1.41,71.59,91.9,Large,18,0.59
NextCloudInc,Cybersecurity,262.67,13,5.2,45.12,73.54,Large,10,51.75
TechFinanceSystems,Cybersecurity,421.51,8,2.06,6.42,54.34,Medium,5,95.91
NeuroCloudHub,AgriTech,337.12,13,4.44,1.64,41.74,Large,13,61.58
FinSphereTech,Cybersecurity,366.79,11,9.77,58.12,45.51,Medium,19,74.74
NextGrowthHub,Quantum Computing,116.75,7,3.82,64.17,91.58,Large,19,13.68
HyperAISolutions,Healthcare,462.96,8,8.91,40.62,3.58,Small,19,68.58
InnoLabHub,EdTech,29.61,10,8.97,61.22,42.76,Small,4,1.27
AgriEdgeNetwork,GreenTech,181.2,6,2.3,2.12,2.15,Small,17,71.9
AgriSphereTech,Cybersecurity,397.34,12,2.38,34.39,80.68,Medium,19,80.71
InnoConnectSystems,GreenTech,43.11,8,5.81,71.72,33.55,Medium,4,31.72
FinLabHub,GreenTech,320.27,13,2.13,37.95,92.89,Medium,7,64.78
AgriGrowthAnalytics,GreenTech,76.16,13,9.46,70.58,54.49,Small,7,76.44
FinEdgeSystems,Autonomous Vehicles,375.25,12,6.64,45.35,51.76,Small,11,59.91
AgriConnectInc,GreenTech,97.44,8,8.29,10.2,99.35,Medium,4,24.3
NextDataSystems,Cybersecurity,263.41,8,3.91,79.43,84.29,Medium,11,43.88
NeuroCloudHub,EdTech,234.26,5,7.75,73.79,29.76,Small,7,98.96
TechLabTech,Cybersecurity,275.46,15,1.9,20.73,1.0,Small,18,83.67
HyperLabNetwork,AI,218.12,6,9.55,13.05,91.08,Large,19,43.49
SmartGrowthTech,GreenTech,416.3,13,2.35,2.86,1.57,Large,15,67.96
FinCloudAnalytics,EdTech,150.02,12,3.62,21.62,71.5,Large,9,69.13
SmartSphereHub,AgriTech,423.42,13,1.27,33.12,58.74,Small,1,70.2
InnoDataHub,EdTech,108.96,5,4.77,63.97,28.61,Medium,3,4.32
GreenLabVentures,AI,169.84,13,1.8,49.98,33.01,Medium,15,76.32
FinFinanceInnovations,GreenTech,210.66,15,7.88,61.16,10.02,Small,19,66.56
NeuroSphereInc,AI,17.5,8,6.28,20.35,57.37,Medium,14,60.07
TechDataSystems,Healthcare,156.37,1,2.04,22.88,31.64,Medium,3,60.34
QuantumCloudAnalytics,GreenTech,422.06,5,1.84,46.65,98.76,Small,10,2.64
SmartConnectHub,GreenTech,413.91,7,9.91,28.67,64.69,Large,18,86.23
QuantumGrowthAI,Quantum Computing,283.39,14,7.06,37.51,74.23,Large,12,95.99
NeuroLabTech,GreenTech,20.91,8,5.43,37.59,0.69,Small,10,61.13
HyperAIInnovations,AgriTech,25.65,12,8.92,7.45,49.62,Large,14,56.17
NextEdgeNetwork,Cybersecurity,312.64,10,1.8,64.48,68.96,Medium,9,33.13
InnoSphereNetwork,Cybersecurity,333.69,11,3.82,18.21,17.82,Large,11,60.45
FinCloudAnalytics,Quantum Computing,266.9,3,1.07,25.38,53.37,Medium,6,57.86
FinLabAnalytics,Cybersecurity,13.11,2,8.21,37.49,30.91,Large,17,44.44
QuantumHealthSolutions,AgriTech,373.98,6,7.39,70.89,85.48,Medium,5,75.54
TechConnectInnovations,Quantum Computing,91.84,5,2.16,37.86,52.47,Medium,13,84.76
TechAISolutions,Autonomous Vehicles,80.27,3,7.12,76.6,83.33,Small,6,74.8
NeuroConnectAnalytics,Autonomous Vehicles,143.23,1,1.87,52.25,46.78,Large,17,72.58
SmartEdgeInnovations,Cybersecurity,14.43,13,1.32,28.33,44.55,Large,14,90.4
InnoConnectHub,Cybersecurity,104.23,8,5.03,78.2,49.95,Large,16,44.41
GreenLabInnovations,Healthcare,369.98,9,4.8,57.64,70.81,Small,4,29.88
InnoGrowthNetwork,FinTech,47.08,11,1.01,60.14,79.25,Large,18,82.78
NeuroSphereHub,Quantum Computing,179.84,13,7.2,69.35,71.27,Small,9,17.63
SmartConnectNetwork,EdTech,440.37,3,3.63,39.87,52.21,Medium,14,92.4
GreenSphereTech,Cybersecurity,221.05,11,2.53,44.06,1.65,Large,20,53.96
NeuroDataHub,AgriTech,106.03,11,7.33,3.33,5.18,Medium,3,22.56
HyperSphereHub,Cybersecurity,294.49,13,7.0,63.04,29.85,Medium,14,74.01
NeuroSphereTech,EdTech,130.34,8,2.43,37.14,51.8,Small,5,33.75
AgriAIHub,Quantum Computing,268.97,7,6.62,69.19,32.34,Small,15,97.6
TechEdgeAI,Quantum Computing,99.72,7,5.86,50.99,52.26,Large,13,7.68
GreenConnectInnovations,Healthcare,163.39,1,6.41,27.71,15.31,Medium,11,58.23
FinEdgeInnovations,FinTech,194.04,10,4.27,23.28,33.15,Small,16,68.11
HyperCloudSystems,Healthcare,75.07,1,1.47,17.77,64.68,Small,18,63.75
InnoCloudInnovations,Quantum Computing,448.36,15,8.65,37.32,76.96,Large,8,34.81
SmartCloudSolutions,FinTech,389.6,15,1.11,15.72,78.64,Large,20,57.72
NextLabTech,GreenTech,347.02,14,9.82,69.39,0.84,Small,18,51.15
InnoCloudAI,EdTech,312.98,4,2.48,78.86,65.06,Large,3,20.48
GreenDataVentures,AI,187.1,3,2.85,6.8,49.51,Large,17,17.54
QuantumDataVentures,AgriTech,471.76,15,9.79,29.76,76.79,Large,2,44.76
NeuroHealthNetwork,EdTech,405.38,7,4.64,70.79,58.31,Small,6,27.13
QuantumAIInnovations,AI,149.9,6,9.68,32.09,54.73,Small,14,71.29
QuantumFinanceAI,AgriTech,226.96,11,5.4,54.24,6.33,Large,15,93.23
QuantumAIInnovations,AgriTech,102.54,1,9.23,36.49,94.87,Small,18,79.2
InnoAIInc,EdTech,65.98,14,9.16,73.63,0.48,Small,4,77.41
HyperGrowthAI,FinTech,323.12,7,7.28,6.14,89.51,Large,4,72.9
NeuroSphereAnalytics,Healthcare,323.55,3,5.59,25.36,53.51,Medium,10,32.15
InnoCloudSystems,AI,244.39,4,6.09,67.26,18.44,Large,13,11.28
QuantumGrowthHub,GreenTech,485.58,10,5.6,36.54,80.01,Large,5,76.41
QuantumEdgeAnalytics,GreenTech,391.62,4,6.55,15.38,54.27,Small,9,72.49
FinDataSystems,AgriTech,452.03,3,2.8,13.11,28.34,Medium,5,70.44
GreenFinanceSolutions,Quantum Computing,150.06,12,9.21,68.16,50.73,Large,5,57.51
GreenEdgeVentures,AI,350.14,12,1.01,75.21,22.72,Medium,12,32.4
SmartEdgeTech,AI,9.34,9,4.48,1.67,48.78,Small,19,6.53
FinEdgeVentures,Autonomous Vehicles,229.7,12,9.14,16.1,7.52,Small,20,42.44
QuantumEdgeAnalytics,FinTech,244.03,11,3.25,11.07,32.99,Small,4,94.99
FinLabSystems,Cybersecurity,357.36,11,7.18,36.29,38.55,Small,8,9.11
AgriHealthSolutions,AI,420.61,3,4.55,72.91,42.25,Medium,5,50.68
FinAIAI,AgriTech,490.55,7,4.32,14.88,19.43,Small,2,36.83
TechHealthSolutions,EdTech,110.91,5,9.22,76.56,80.81,Medium,1,41.55
SmartGrowthSystems,Quantum Computing,71.87,10,1.35,31.77,63.68,Small,15,95.92
AgriGrowthVentures,Cybersecurity,437.62,9,8.69,55.53,10.13,Small,4,87.49
TechFinanceVentures,Autonomous Vehicles,291.57,12,3.46,7.83,51.28,Medium,16,95.78
FinFinanceInnovations,GreenTech,260.25,12,9.0,65.38,16.47,Large,17,33.3
TechGrowthAI,Healthcare,489.07,11,8.68,26.64,31.43,Large,9,55.21
SmartFinanceSystems,GreenTech,226.04,12,2.08,10.82,1.08,Medium,7,10.19
TechFinanceAI,GreenTech,43.46,1,5.59,78.95,29.39,Large,10,2.63
FinFinanceAI,Autonomous Vehicles,219.06,5,5.69,72.68,33.1,Small,7,92.16
FinConnectTech,Autonomous Vehicles,365.38,14,9.28,51.16,74.42,Medium,2,39.85
SmartEdgeInnovations,EdTech,389.03,12,6.25,14.96,23.98,Large,14,16.91
GreenSphereSystems,Quantum Computing,353.2,15,7.14,57.32,25.14,Large,14,69.86
NextGrowthHub,Cybersecurity,336.9,6,6.01,48.57,95.47,Small,7,70.26
QuantumEdgeInnovations,EdTech,266.69,9,5.81,13.64,92.92,Large,6,61.27
InnoFinanceInc,Quantum Computing,122.91,11,5.81,12.68,31.0,Large,13,8.91
NextFinanceInnovations,AgriTech,56.91,12,2.09,3.33,59.77,Large,14,25.18
FinConnectNetwork,EdTech,142.61,12,1.73,72.73,90.83,Medium,7,78.78
AgriConnectSystems,Healthcare,433.34,12,3.59,57.84,73.21,Small,14,21.35
HyperFinanceInnovations,EdTech,453.36,2,3.29,24.02,40.59,Large,17,74.32
FinHealthVentures,Autonomous Vehicles,113.63,8,9.28,31.65,54.73,Medium,5,44.01
HyperSphereSystems,Quantum Computing,106.91,6,3.85,52.26,15.51,Medium,13,87.28
TechSphereInc,AI,430.42,13,4.95,73.34,15.6,Medium,13,23.06
NextConnectSystems,GreenTech,273.6,12,8.31,78.38,89.29,Small,17,6.53
InnoCloudTech,Autonomous Vehicles,214.13,9,9.05,74.6,6.46,Medium,3,32.68
InnoHealthInc,GreenTech,141.57,8,2.56,56.44,29.44,Small,14,76.67
QuantumSphereHub,AgriTech,287.17,4,7.2,5.99,58.53,Large,11,5.59
InnoHealthInc,Healthcare,470.76,5,2.33,29.67,14.16,Medium,9,84.17
FinEdgeTech,AI,134.28,12,6.01,55.05,50.24,Large,20,40.82
QuantumSphereSystems,Healthcare,401.28,7,2.59,58.13,82.78,Small,1,19.02
SmartConnectHub,AI,412.62,3,8.52,13.87,19.02,Small,2,67.48
SmartCloudTech,AI,153.81,1,5.76,22.83,25.87,Medium,19,68.34
FinHealthAI,AgriTech,299.83,6,6.08,43.96,43.6,Large,9,4.9
HyperAIInc,AI,407.49,12,1.63,76.92,27.93,Medium,11,15.31
TechAIInc,FinTech,129.62,10,4.98,37.7,6.53,Small,12,9.63
FinCloudAnalytics,AgriTech,377.15,8,6.8,8.37,38.46,Large,11,63.76
NeuroSphereNetwork,AI,325.66,5,3.42,25.97,56.22,Medium,4,13.96
GreenFinanceInnovations,AI,220.36,13,9.48,73.09,70.91,Large,13,26.64
QuantumCloudNetwork,Cybersecurity,111.03,8,2.32,13.18,14.88,Small,3,43.77
SmartHealthAI,Healthcare,187.14,4,4.86,24.43,97.46,Medium,19,63.65
